"","G","AB","R","H","2B","3B","HR","TB","RBI","SB","CS","BB","HBP","SO","GDP","E","OPS"
"1036",54,93,19,24,2,1,0,28,7,7,2,1,1,19,2,5,0.575
"1037",58,85,14,20,2,2,0,26,7,5,2,6,0,20,0,3,0.589
"1038",93,62,20,16,0,0,0,16,6,16,7,10,0,12,0,2,0.619
"1039",46,33,19,14,3,1,1,22,8,4,0,7,0,10,0,1,1.192
"1040",126,475,85,133,16,4,16,205,53,73,19,32,6,35,11,24,0.764912280701754
"1041",124,499,113,196,27,5,19,290,77,84,15,51,6,31,2,27,1.03619829587232
"1042",63,239,51,78,10,2,16,140,35,32,3,28,2,20,5,16,0.987261047424989
"1043",113,449,94,149,28,1,25,254,76,57,12,67,7,39,4,10,0.992087792289643
"1044",125,484,112,157,28,3,30,281,74,64,15,87,3,49,9,27,1.01089210124687
"1045",45,188,45,64,14,1,11,113,37,7,5,20,1,16,5,3,1.00776239438054
"1046",123,485,93,142,25,2,18,225,59,35,5,43,13,63,7,4,0.829906435200183
"1047",132,524,110,165,43,1,20,270,61,50,10,59,7,58,8,4,0.906792599301333
"1048",133,493,100,128,29,0,17,208,52,42,7,53,17,50,9,8,0.773594082699534
"1049",118,430,69,134,25,2,6,181,36,28,5,47,11,49,8,5,0.814372855508959
"1050",93,339,41,82,18,1,1,105,21,10,7,24,5,43,3,1,0.611364948056945
"1051",84,253,23,44,6,0,1,53,18,3,2,13,2,25,6,1,0.429635419739249
"1052",110,317,38,90,19,4,1,120,38,9,3,32,1,26,11,5,0.729977467327625
"1053",123,385,63,105,21,1,6,146,40,11,1,41,5,50,9,2,0.729568807063007
"1054",97,265,36,65,16,1,4,95,29,2,2,15,3,33,5,2,0.651776785119008
"1055",97,235,27,65,15,1,3,91,24,3,2,22,1,35,6,0,0.728319313871021
"1056",110,246,24,60,16,0,3,85,31,5,3,25,8,48,5,0,0.677
"1057",112,197,21,44,6,0,5,65,35,2,0,22,4,23,10,1,0.643
"1058",131,481,52,140,27,0,9,194,79,2,2,49,1,81,17,3,0.758
"1059",121,447,64,129,23,2,3,165,54,4,3,52,4,63,11,1,0.734
"1060",74,246,22,59,11,1,3,81,25,3,1,19,2,36,11,2,0.628
"1061",97,298,37,81,13,0,7,115,40,4,3,37,4,48,7,2,0.744
"1062",122,405,71,128,31,0,20,219,91,2,1,46,3,53,9,1,0.925
"1063",139,520,103,188,42,1,23,301,116,3,3,67,2,71,13,2,1.009
"1064",110,408,70,137,22,0,14,201,64,4,1,47,2,40,10,1,0.897
"1065",133,445,52,136,19,0,13,194,68,0,2,45,2,59,10,1,0.806
"1066",121,428,59,145,21,1,20,228,83,1,1,47,2,53,9,0,0.939
"1067",49,55,11,11,3,0,0,14,2,2,0,2,0,10,2,0,0.483
"1068",14,33,3,6,1,0,0,7,0,1,0,2,1,10,0,1,0.462
"1069",27,45,3,8,4,0,0,12,3,0,0,3,0,6,5,2,0.496
"1070",80,167,18,48,8,0,4,68,19,0,2,17,2,30,6,4,0.767
"1071",109,289,25,84,9,2,10,127,48,2,1,18,2,54,12,2,0.767
"1072",21,68,12,20,5,0,2,31,8,2,0,4,1,14,1,2,0.798
"1073",99,281,30,75,12,0,10,117,43,0,0,18,2,47,11,3,0.73
"1074",108,361,54,106,24,1,14,174,71,3,2,37,8,62,16,13,0.848
"1075",92,341,72,114,15,0,19,186,80,2,3,46,9,50,16,6,0.965
"1076",142,538,90,168,30,1,20,260,105,0,1,33,8,85,24,3,0.84
"1077",132,460,58,127,22,0,19,206,60,4,1,40,4,69,17,7,0.785
"1078",44,73,8,14,6,0,1,23,8,0,0,5,0,21,1,2,0.559
"1079",68,90,17,24,2,0,0,26,6,5,3,6,2,22,2,5,0.615419501133787
"1080",47,54,11,8,1,0,0,9,4,3,2,2,1,15,1,3,0.359649122807018
"1081",28,35,4,6,1,0,1,10,2,0,0,0,1,8,0,0,0.48015873015873
"1082",34,30,5,5,0,0,1,8,2,0,0,2,0,6,0,0,0.485416666666667
"1083",28,33,3,13,2,0,1,18,6,3,0,3,0,8,1,0,0.98989898989899
"1084",46,51,4,15,0,0,0,15,9,1,0,2,2,16,0,0,0.639572192513369
"1085",67,77,8,17,3,0,5,35,18,0,0,13,0,22,4,0,0.787878787878788
"1086",75,171,17,51,7,0,2,64,19,3,2,16,6,35,9,5,0.752507347816865
"1087",89,186,20,38,8,1,1,51,30,2,3,23,6,32,6,1,0.585821455363841
"1088",27,68,4,15,4,0,0,19,2,0,0,2,1,15,1,1,0.532932891466446
"1089",74,148,17,39,4,0,9,70,28,0,1,6,1,39,5,1,0.76974716652136
"1090",66,126,14,30,6,0,6,54,16,1,1,20,3,24,7,3,0.784276126558006
"1091",22,39,6,9,1,0,2,16,6,0,0,4,0,7,1,1,0.712581991651759
"1092",46,67,20,20,5,0,2,31,13,6,1,5,7,15,2,1,0.863
"1093",22,40,6,10,2,0,1,15,2,2,1,2,1,7,4,1,0.677
"1094",75,88,11,14,4,0,0,18,2,2,1,6,0,26,3,8,0.418
"1095",102,53,13,11,3,0,0,14,4,0,1,2,2,14,2,2,0.527
"1096",105,103,11,17,2,0,0,19,5,0,1,5,2,31,0,2,0.402
"1097",99,59,11,12,3,1,0,17,4,1,1,4,3,19,2,1,0.576
"1098",122,387,46,98,15,4,5,136,26,5,1,25,5,68,6,13,0.658
"1099",109,310,33,78,14,1,3,103,36,5,3,29,7,47,7,13,0.656
"1100",90,213,22,60,9,3,2,81,23,2,4,16,5,28,7,12,0.725
"1101",38,61,5,16,4,1,0,22,7,1,1,3,1,11,5,1,0.669
"1102",125,375,33,87,13,1,7,123,37,2,4,26,6,57,4,5,0.618
"1103",122,366,46,110,16,3,8,156,50,8,8,31,5,64,5,10,0.786
"1104",118,376,36,105,23,4,4,148,48,5,1,27,3,57,9,13,0.722
"1105",122,390,54,100,23,2,4,139,42,11,4,38,6,88,10,5,0.686
"1106",36,72,9,19,3,0,2,28,12,0,1,6,1,23,6,2,0.714
"1107",58,105,18,29,5,1,0,36,4,3,0,10,2,20,1,5,0.693
"1108",47,53,12,13,2,2,0,19,4,7,3,2,0,12,0,1,0.631
"1109",107,127,40,34,4,1,0,40,5,37,9,11,1,35,2,0,0.646
"1110",87,155,23,40,3,0,0,43,4,15,8,5,0,35,1,1,0.558
"1111",125,451,68,139,13,1,1,157,31,53,20,38,5,54,3,4,0.715
"1112",126,523,71,138,5,2,0,147,33,63,15,39,2,80,3,2,0.598
"1113",133,521,92,146,10,2,2,166,41,64,18,50,0,77,8,4,0.66
"1114",130,494,73,129,14,2,1,150,43,66,21,58,2,76,3,2,0.645
"1115",104,354,56,88,11,5,1,112,24,34,17,30,2,78,0,0,0.626
"1116",101,258,32,46,4,4,1,61,19,25,3,25,1,53,5,0,0.489
"1117",102,177,36,42,5,1,1,52,10,13,9,19,1,45,1,2,0.606
"1118",126,461,75,149,15,9,1,185,40,22,15,35,2,57,5,3,0.773
"1119",140,546,86,165,23,3,0,194,37,44,14,53,6,92,5,2,0.725
"1120",143,600,89,192,14,3,1,215,42,37,20,44,2,90,6,2,0.726
"1121",100,337,51,90,8,3,0,104,24,23,4,24,0,54,8,2,0.624
"1122",74,255,27,71,19,0,8,114,32,1,0,19,7,66,6,9,0.792
"1123",54,152,8,37,6,0,4,55,13,0,2,13,6,37,3,1,0.689
"1124",132,444,52,110,26,0,20,196,68,4,3,38,20,78,21,13,0.772
"1125",126,447,53,119,16,2,21,202,80,1,0,47,15,76,12,12,0.806
"1126",122,443,71,149,26,0,26,253,88,0,1,39,16,55,11,7,0.98
"1127",121,415,79,139,21,1,29,249,87,1,0,81,13,55,9,4,1.053
"1128",122,435,73,131,23,0,18,208,94,0,1,62,18,56,9,11,0.878
"1129",133,478,73,140,28,1,28,254,100,0,0,51,16,65,13,15,0.908
"1130",127,478,99,174,13,0,44,319,133,0,2,61,10,77,15,12,1.111
"1131",133,493,76,176,26,1,27,285,113,2,0,63,8,60,22,7,1.011
"1132",142,540,73,173,13,0,34,288,111,1,1,50,15,84,22,8,0.924
"1133",144,543,81,181,30,0,37,322,125,0,1,43,14,75,18,3,0.987
"1134",67,131,23,29,0,0,0,29,2,4,2,5,1,15,2,1,0.476
"1135",28,46,6,11,1,0,1,15,2,0,1,3,1,8,1,0,0.626
"1136",26,100,21,34,3,2,1,44,11,6,4,9,0,22,1,1,0.831
"1137",83,285,54,105,13,2,4,134,28,8,6,21,1,47,7,3,0.884
"1138",137,521,88,164,30,2,3,207,35,22,10,35,11,86,7,2,0.765
"1139",99,287,29,78,7,4,1,96,22,14,8,23,4,37,3,4,0.666
"1140",115,464,79,154,24,4,9,213,63,8,7,28,3,57,2,5,0.83
"1141",120,447,88,135,28,6,4,187,42,12,5,40,3,64,5,2,0.781
"1142",28,30,6,8,1,0,0,9,4,0,1,1,1,8,0,0,0.6125
"1143",71,138,22,27,7,1,3,45,16,2,4,11,2,25,3,9,0.589
"1144",111,296,41,77,20,2,11,134,35,5,1,24,3,57,5,5,0.773
"1145",107,323,46,77,19,1,11,131,38,2,6,47,5,63,6,8,0.749
"1146",133,481,80,148,35,3,23,258,74,6,3,48,3,80,8,30,0.907
"1147",126,444,69,121,27,1,26,228,68,6,2,53,9,94,8,15,0.871
"1148",126,421,53,108,25,1,20,195,73,0,2,65,7,87,11,13,0.826
"1149",126,418,57,103,14,0,21,180,63,2,0,72,5,73,14,13,0.792
"1150",125,434,80,120,21,3,19,204,77,12,1,61,9,50,18,7,0.844
"1151",126,436,64,124,21,0,25,220,79,3,1,53,7,70,10,14,0.874
"1152",101,318,63,96,21,0,17,168,77,2,0,75,7,56,8,3,0.968
"1153",42,140,13,41,7,0,2,54,19,1,0,27,1,23,3,3,0.79
"1154",122,436,56,108,17,0,24,197,73,0,2,62,9,79,18,3,0.802
"1155",105,350,47,94,23,0,19,174,82,2,2,41,11,89,9,9,0.857
"1156",138,437,60,118,25,0,28,227,79,3,4,57,16,91,16,9,0.891
"1157",138,484,93,150,23,0,33,272,108,1,1,60,9,57,15,11,0.953
"1158",115,382,57,104,14,0,25,193,89,0,0,52,7,81,9,13,0.87
"1159",101,332,41,93,7,0,20,160,69,1,0,42,4,59,12,4,0.848
"1160",103,125,26,31,7,1,0,40,13,25,4,10,0,21,4,5,0.624
"1161",96,51,30,11,2,0,1,16,5,11,5,2,0,10,1,1,0.555
"1162",95,227,33,76,8,0,0,84,15,12,2,7,2,15,7,8,0.73
"1163",114,187,32,47,2,0,0,49,8,13,5,8,2,15,8,2,0.551
"1164",102,187,34,44,7,3,9,84,30,3,1,21,21,78,0,1,0.823
"1165",56,120,13,26,8,0,2,40,13,2,1,11,8,46,2,0,0.65
"1166",75,141,20,35,6,2,1,48,14,7,1,9,5,51,2,2,0.654
"1167",84,216,23,47,7,2,1,61,29,8,4,26,10,72,5,5,0.61
"1168",31,69,7,17,3,0,2,26,5,2,0,7,3,28,0,0,0.719
"1169",129,419,77,110,27,1,24,211,86,6,3,40,13,136,6,3,0.847
"1170",83,221,23,56,7,1,7,86,28,4,6,16,9,76,2,0,0.718
"1171",104,265,24,58,12,0,7,91,35,5,6,25,6,85,6,1,0.643
"1172",92,284,42,67,12,0,18,133,48,1,2,23,17,115,2,1,0.796
"1173",96,256,46,66,10,0,14,118,39,2,3,24,9,80,0,1,0.802
"1174",101,232,35,58,10,2,9,99,36,1,1,20,9,87,5,2,0.758
"1175",86,198,29,57,7,3,10,100,29,0,0,11,8,62,3,2,0.855
"1176",81,280,41,86,16,1,21,167,65,3,0,19,9,80,0,4,0.96
"1177",131,485,76,143,21,1,34,268,102,9,7,35,5,143,9,4,0.9
"1178",39,31,2,3,0,0,1,6,3,0,0,2,0,8,2,1,0.341
"1179",63,124,11,29,3,0,1,35,9,1,0,3,1,18,9,5,0.54
"1180",79,117,8,26,8,0,1,37,16,0,0,9,0,20,5,2,0.587
"1181",55,76,9,16,1,0,0,17,6,0,0,5,3,10,3,2,0.506
"1182",64,111,6,31,5,0,1,39,14,0,0,6,1,17,2,3,0.673
"1183",88,120,10,29,5,0,0,34,5,1,0,8,1,16,4,0,0.575
"1184",123,342,44,76,18,0,7,115,29,3,0,25,7,94,11,16,0.622
"1185",122,387,55,106,16,0,16,170,63,17,6,39,15,84,9,17,0.799
"1186",107,370,51,96,13,0,10,139,46,20,4,29,6,80,9,9,0.699
"1187",38,106,14,20,3,0,0,23,10,3,1,11,6,23,2,3,0.518
"1188",68,151,25,34,2,0,2,42,14,8,3,19,5,32,4,1,0.6
"1189",75,215,34,55,8,0,8,87,29,21,1,26,3,46,4,8,0.746
"1190",95,332,61,97,20,2,9,148,51,33,5,28,7,75,3,14,0.805
"1191",85,208,27,45,7,0,4,64,25,18,1,19,2,47,4,9,0.592
"1192",94,270,40,77,15,2,6,114,39,12,3,28,6,68,3,6,0.785
"1193",74,221,36,53,15,0,7,89,25,7,2,25,4,54,4,5,0.73
"1194",31,74,8,20,4,0,1,27,6,5,2,10,1,21,5,2,0.725
"1195",90,247,32,68,11,1,10,111,36,0,1,26,3,64,7,11,0.797
"1196",122,353,35,102,23,0,10,155,46,3,0,22,10,72,8,8,0.783
"1197",28,54,5,12,1,0,1,16,2,0,0,4,0,14,2,0,0.572
"1198",38,34,2,6,2,0,0,8,2,0,0,1,0,7,2,1,0.435294117647059
"1199",27,44,4,6,1,0,1,10,3,3,0,7,5,10,1,1,0.548701298701299
"1200",93,147,9,41,13,0,0,54,17,3,0,9,6,31,5,1,0.713025951121189
"1201",35,49,8,11,2,0,0,13,6,0,0,2,3,11,1,0,0.561602418745276
"1202",56,185,16,57,8,1,3,76,30,0,0,17,5,25,10,2,0.792453322888105
"1203",45,125,13,33,5,0,0,38,6,1,0,10,2,19,3,0,0.632467153284672
"1204",17,52,5,15,2,0,1,20,9,0,0,2,2,8,6,1,0.723901098901099
"1205",17,44,0,10,1,0,0,11,3,0,0,2,0,10,1,1,0.510869565217391
"1206",94,173,19,36,8,0,2,50,15,7,2,13,2,47,2,3,0.560293936785143
"1207",79,199,21,50,5,1,6,75,28,4,1,15,4,65,5,6,0.693398183578443
"1208",120,320,31,71,15,2,3,99,38,15,4,24,4,67,11,9,0.59385775862069
"1209",86,182,18,43,7,0,3,59,19,7,2,15,2,40,5,4,0.625683361864266
"1210",61,72,10,18,3,1,0,23,7,2,2,7,0,25,0,5,0.635900140646976
"1211",88,193,27,48,6,2,4,70,29,16,4,19,3,52,4,6,0.684
"1212",120,408,68,111,19,2,4,146,42,30,8,51,7,86,4,1,0.718
"1213",111,203,37,47,9,3,3,71,20,14,6,21,4,68,1,1,0.662
"1214",40,53,16,11,3,0,0,14,6,6,1,7,2,16,0,1,0.587
"1215",104,49,16,8,1,0,1,12,4,6,3,2,1,21,1,1,0.457
"1216",52,62,3,8,1,0,0,9,2,1,3,4,2,21,0,1,0.348
"1217",124,414,57,110,17,2,5,146,37,31,10,39,9,64,6,0,0.693
"1218",125,485,78,154,25,9,1,200,39,38,11,50,9,48,6,1,0.803
"1219",118,439,61,123,17,8,0,156,27,17,11,37,7,40,4,1,0.699
"1220",106,417,62,130,24,6,0,166,38,28,9,47,3,37,4,2,0.783
"1221",50,169,32,45,8,3,0,59,14,10,4,22,4,21,1,0,0.713
"1222",129,472,74,145,19,1,3,175,51,25,12,64,9,50,10,3,0.769
"1223",111,421,84,140,16,2,3,169,33,30,6,63,9,33,5,1,0.828
"1224",125,491,86,139,14,2,2,163,37,44,12,66,10,38,9,4,0.709
"1225",100,390,74,115,20,1,2,143,22,21,9,44,7,37,4,0,0.742
"1226",104,358,62,103,12,4,0,123,20,12,11,52,5,46,5,0,0.729
"1227",124,493,94,168,15,7,4,209,42,28,10,68,9,45,4,3,0.851
"1228",113,452,98,159,20,4,3,196,41,21,11,63,7,29,7,3,0.872
"1229",57,179,31,47,8,1,0,57,12,10,3,17,2,20,4,0,0.65
"1230",134,491,82,144,14,1,1,163,36,30,11,59,12,62,8,6,0.711
"1231",49,154,15,29,5,1,1,39,10,2,2,7,12,47,1,0,0.530703400645597
"1232",23,56,6,12,4,0,0,16,5,3,1,2,10,19,0,0,0.638655462184874
"1233",89,112,12,21,5,0,2,32,12,7,4,4,4,42,0,1,0.527380952380952
"1234",75,269,31,81,4,5,1,98,23,11,8,20,7,57,1,2,0.729177132522857
"1235",87,145,27,31,1,3,1,41,13,4,3,10,3,31,6,1,0.561239633347883
"1236",102,162,25,42,7,0,0,49,15,12,3,14,8,37,3,0,0.650295222758991
"1237",92,82,13,20,4,1,0,26,9,2,1,2,4,16,0,1,0.612527716186253
"1238",70,75,12,9,1,1,0,12,3,3,1,10,2,26,0,0,0.401379310344828
"1239",65,84,12,18,2,0,1,23,5,1,2,12,0,21,0,0,0.586309523809524
"1240",60,217,30,55,5,0,0,60,16,5,5,15,8,47,2,2,0.601497695852535
"1241",44,80,14,18,0,0,0,18,10,0,3,14,2,22,1,0,0.579166666666667
"1242",75,141,18,32,4,0,4,48,18,2,0,10,6,43,2,0,0.646158015991327
"1243",52,83,19,16,5,0,1,24,8,2,2,7,4,16,3,0,0.576390669059216
"1244",104,185,35,47,5,1,4,66,21,2,4,15,10,38,6,2,0.6996138996139
"1245",71,177,24,40,9,0,4,61,24,1,2,16,4,57,6,5,0.648
"1246",72,163,21,33,10,1,1,48,18,0,0,18,4,58,1,11,0.588
"1247",123,287,26,65,8,0,1,76,27,3,1,14,4,55,3,13,0.534
"1248",121,363,43,95,10,1,1,110,29,2,5,24,3,57,7,17,0.615
"1249",53,120,14,33,7,0,0,40,5,2,1,8,0,15,4,4,0.653
"1250",125,376,49,112,20,4,9,167,53,2,6,28,5,52,15,8,0.794
"1251",104,291,36,78,14,4,8,124,49,1,4,26,4,44,5,7,0.76
"1252",110,264,36,57,11,0,8,92,35,1,0,29,3,58,7,7,0.646
"1253",107,325,36,87,13,2,8,128,42,1,1,30,5,35,16,15,0.731
"1254",85,264,40,83,12,0,10,125,39,6,4,29,3,49,7,7,0.858
"1255",79,231,29,58,8,2,5,85,25,0,0,19,1,53,2,6,0.676
"1256",121,411,55,109,20,1,18,185,62,2,0,34,4,80,4,12,0.773
"1257",128,479,74,144,30,1,20,236,93,2,1,52,7,103,10,9,0.867
"1258",77,138,12,42,10,0,5,67,19,0,2,10,0,33,3,2,0.833
"1259",41,58,10,7,0,0,0,7,0,1,0,2,5,15,0,3,0.336074270557029
"1260",65,167,18,33,8,2,1,48,12,2,2,19,9,34,2,2,0.600245662521112
"1261",42,149,23,43,5,0,2,54,14,11,2,15,2,27,2,0,0.72386189051508
"1262",95,271,34,73,13,3,5,107,33,6,6,26,4,61,5,1,0.737026639369384
"1263",81,161,26,43,5,2,2,58,14,6,1,17,3,22,4,1,0.70831474554751
"1264",20,30,0,6,0,0,0,6,0,0,0,2,0,9,0,2,0.45
"1265",23,48,2,15,0,0,0,15,4,0,0,1,0,9,2,0,0.64
"1266",66,108,16,36,8,0,3,53,21,1,0,7,3,13,4,3,0.878
"1267",82,146,14,46,13,1,3,70,25,2,0,20,2,24,8,3,0.877
"1268",24,32,2,11,2,0,0,13,5,0,0,6,1,4,1,1,0.868
"1269",54,70,8,18,5,0,1,26,7,0,0,5,2,8,4,1,0.692
"1270",69,226,27,57,10,1,8,93,41,2,1,17,4,32,8,0,0.725
"1271",120,412,48,139,30,2,12,209,83,3,0,49,12,66,14,7,0.92
"1272",140,489,58,138,18,1,17,209,100,1,3,54,11,85,22,3,0.79
"1273",130,411,49,119,15,0,15,179,64,1,5,43,9,76,15,8,0.8
"1274",114,314,32,76,15,0,9,118,42,0,1,16,8,55,9,3,0.668
"1275",130,407,63,134,24,0,17,209,57,0,0,43,12,65,13,11,0.919
"1276",33,41,8,7,1,1,0,10,1,3,1,2,2,10,0,0,0.488
"1277",32,42,6,6,0,0,2,12,5,0,0,5,1,14,0,0,0.535714285714286
"1278",59,67,7,15,3,0,1,21,4,0,0,6,1,13,4,2,0.610730133118193
"1279",69,83,13,19,5,0,2,30,9,3,0,6,2,19,1,0,0.658149079835827
"1280",65,64,6,10,3,0,3,22,9,0,0,7,1,10,1,1,0.59375
"1281",50,93,12,24,3,0,1,30,7,2,0,6,0,22,4,5,0.625610948191593
"1282",46,53,4,8,0,0,0,8,1,0,1,7,1,19,0,1,0.413238478193628
"1283",144,552,111,179,29,8,2,230,47,12,4,60,6,67,9,3,0.812
"1284",109,459,81,163,34,2,6,219,57,11,4,42,8,58,5,5,0.889
"1285",120,388,76,110,14,6,1,139,32,51,7,40,7,60,1,6,0.718
"1286",123,465,84,147,20,12,1,194,46,47,14,48,4,74,6,0,0.799
"1287",122,458,98,138,14,5,0,162,28,47,8,52,4,53,4,2,0.73
"1288",82,312,48,86,11,4,1,108,28,37,6,28,0,38,5,3,0.68
"1289",114,413,66,129,16,2,5,164,45,30,13,45,4,46,3,2,0.78
"1290",121,436,64,132,11,5,5,168,44,20,15,49,5,51,6,4,0.762
"1291",121,437,57,105,17,1,0,124,39,21,8,43,3,43,2,4,0.593
"1292",110,401,77,123,23,6,6,176,52,30,7,38,3,57,6,2,0.808
"1293",124,438,73,126,28,4,6,180,78,15,4,40,3,60,5,3,0.753
"1294",125,440,63,118,25,2,5,162,52,17,4,54,3,78,5,1,0.718
"1295",134,453,73,138,24,4,5,185,57,15,3,54,1,73,11,2,0.784
"1296",107,318,52,98,15,0,5,128,34,9,2,28,5,30,5,0,0.774
"1297",43,122,12,28,7,0,1,38,8,1,1,4,0,16,2,0,0.563
"1298",37,39,1,6,1,0,0,7,2,0,0,4,0,16,0,3,0.412
"1299",47,65,6,13,3,0,0,16,6,0,0,3,3,21,0,3,0.51
"1300",113,255,25,58,12,4,0,78,21,4,4,29,0,48,5,1,0.609
"1301",55,60,4,12,2,0,0,14,4,0,0,3,1,16,1,0,0.479
"1302",54,135,10,41,3,0,0,44,13,0,0,4,4,16,4,4,0.669
"1303",113,268,27,64,4,1,0,70,18,4,0,14,1,38,6,6,0.539
"1304",99,266,37,74,10,3,3,99,32,3,3,14,2,33,5,6,0.687
"1305",124,361,36,110,10,1,1,125,55,1,2,14,4,32,10,7,0.679
"1306",129,390,36,116,12,0,7,149,50,3,2,12,7,32,13,10,0.71
"1307",105,302,31,72,10,2,0,86,26,4,3,20,5,40,16,6,0.579
"1308",90,178,31,61,10,0,2,77,19,0,0,15,4,27,3,4,0.839
"1309",120,321,49,90,16,1,7,129,31,9,5,35,0,64,5,4,0.753
"1310",128,419,73,129,22,8,13,206,40,11,12,42,5,57,7,4,0.867
"1311",128,481,81,158,29,6,17,250,70,10,9,62,4,76,6,7,0.928
"1312",117,404,74,138,19,1,15,204,63,8,6,66,5,49,9,1,0.943
"1313",122,453,76,132,19,1,20,213,74,8,5,55,3,60,7,3,0.839
"1314",118,428,54,117,13,0,11,163,41,3,4,41,2,52,8,2,0.721
"1315",80,220,40,77,10,3,7,114,42,6,0,22,2,20,2,1,0.93
"1316",95,324,53,102,20,0,8,146,53,12,6,31,3,26,4,3,0.828
"1317",120,380,50,114,18,1,14,176,69,5,2,40,1,30,19,2,0.829
"1318",104,378,56,125,28,0,7,174,50,10,4,32,1,40,7,5,0.841
"1319",97,323,43,89,18,1,2,115,37,3,2,26,2,29,9,2,0.687
"1320",105,365,39,112,18,0,4,142,55,4,2,44,1,41,8,2,0.77
"1321",106,368,41,121,26,1,3,158,62,6,2,37,2,42,6,0,0.819
"1322",119,412,53,134,19,2,6,175,65,4,3,45,0,48,10,0,0.809
"1323",103,301,32,77,5,1,9,111,39,2,4,42,3,55,10,1,0.72
"1324",115,371,49,123,23,1,10,178,72,2,5,45,3,44,13,0,0.883
"1325",103,263,28,76,26,1,2,110,31,0,0,17,1,34,3,0,0.753
"1326",110,283,40,90,17,1,3,118,39,2,1,25,0,35,3,0,0.787
"1327",103,276,38,81,10,1,6,111,41,6,9,34,3,49,3,2,0.778
"1328",75,232,35,66,14,0,2,86,27,8,3,24,6,45,10,4,0.737
"1329",112,359,61,122,22,3,2,156,39,10,10,39,3,48,11,1,0.842
"1330",70,82,5,12,2,0,0,14,4,0,0,8,3,26,3,1,0.418043535274063
"1331",62,66,5,8,2,0,0,10,4,0,0,2,0,20,0,0,0.298573975044563
"1332",101,212,26,59,11,0,4,82,17,2,3,11,13,35,3,5,0.737
"1333",41,57,9,12,1,0,2,19,8,0,2,5,2,11,1,1,0.63
"1334",71,139,20,46,9,0,2,61,14,2,1,19,8,22,1,4,0.879
"1335",118,419,58,135,21,2,9,187,66,8,6,45,9,51,6,2,0.842
"1336",116,438,74,137,15,1,11,187,56,6,1,39,11,41,10,5,0.809
"1337",110,372,59,118,19,1,12,175,58,18,6,48,4,44,10,6,0.868
"1338",123,456,84,142,26,0,15,213,66,43,8,64,13,59,13,5,0.875
"1339",91,337,66,102,17,1,14,163,50,14,6,38,4,55,10,6,0.861
"1340",85,317,44,94,17,0,4,123,29,10,6,40,3,45,9,4,0.765
"1341",94,345,54,95,20,1,8,141,55,13,8,31,3,30,10,1,0.744
"1342",123,477,73,137,31,1,9,197,66,29,8,39,7,58,15,5,0.758
"1343",122,441,87,135,32,1,21,232,91,11,8,51,13,43,10,5,0.912
"1344",105,347,61,113,16,1,10,161,44,11,6,44,3,53,8,0,0.866
"1345",127,398,64,123,19,1,8,168,65,7,4,53,3,56,11,1,0.811
"1346",100,241,27,67,15,1,3,93,29,0,0,25,1,58,9,0,0.733
"1347",104,308,40,95,25,1,4,134,52,1,0,32,9,44,14,2,0.82
"1348",95,270,28,53,9,1,1,67,18,6,3,17,2,59,6,8,0.497283096245034
"1349",63,147,15,29,4,0,0,33,4,1,2,6,2,34,4,5,0.463199473337722
"1350",94,168,19,36,4,1,1,45,7,1,0,17,0,42,4,8,0.554343629343629
"1351",95,161,14,39,7,0,1,49,11,2,1,15,1,29,5,4,0.615082289363793
"1352",118,313,33,81,15,1,2,104,22,6,5,35,0,51,8,8,0.665601703940362
"1353",122,314,29,68,13,2,0,85,32,5,0,32,2,52,9,7,0.563804085218537
"1354",131,398,49,107,12,3,3,134,39,16,10,46,6,66,6,7,0.69001675041876
"1355",112,272,41,61,11,1,3,83,29,7,8,49,5,58,8,2,0.657907795019848
"1356",101,260,45,68,13,4,0,89,25,5,4,47,6,40,7,4,0.728889161956255
"1357",77,175,23,50,8,1,1,63,21,3,1,24,0,40,4,5,0.731859296482412
"1358",35,61,7,14,4,0,0,18,8,0,3,8,1,18,1,1,0.623653395784543
"1359",88,231,16,47,10,0,6,75,22,1,1,9,3,65,7,8,0.565
"1360",114,254,33,69,11,0,11,113,44,1,4,19,1,50,5,6,0.767
"1361",83,162,19,35,4,0,8,63,24,0,3,8,3,49,3,2,0.655
"1362",52,113,11,29,7,1,3,47,12,3,0,8,1,25,4,7,0.727404613375889
"1363",129,350,42,92,15,0,5,122,43,8,4,25,3,41,3,4,0.666031746031746
"1364",68,116,17,32,9,0,1,44,10,3,0,11,5,14,5,10,0.74294670846395
"1365",77,247,27,60,14,1,5,91,27,2,5,12,2,39,8,7,0.651945956846138
"1366",126,453,63,153,31,0,2,190,48,4,2,43,3,61,11,16,0.818223643755502
"1367",112,393,33,101,19,2,2,130,40,5,5,30,3,51,12,7,0.645342794681576
"1368",120,363,35,92,15,0,2,113,33,11,3,34,10,63,16,11,0.645447099992555
"1369",108,260,27,68,13,1,2,89,28,0,2,21,1,38,6,8,0.661456628477905
"1370",104,222,24,59,10,1,1,74,17,1,1,20,2,38,4,3,0.665300546448087
"1371",91,139,10,38,7,0,0,45,9,2,0,16,3,14,4,5,0.684500500865131
"1372",61,124,14,35,4,2,1,46,14,1,0,15,2,20,3,0,0.737
"1373",128,377,57,100,18,0,9,145,44,11,6,40,11,73,7,2,0.736
"1374",118,437,83,138,27,0,13,204,42,6,4,31,12,82,6,1,0.844
